Epoch,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,epoch_time
1,45.30799572666486,447.76462123394015,5.504431629180909,6.731121431579203,21.16044945727619,2.346152516180674,0.43313121795654297
2,42.416080032785736,445.9226706504822,8.37055950164795,6.5127628570972655,21.116881177164448,2.893191922712344,0.2541170120239258
3,40.65245503683885,446.99378123283384,8.505349969863891,6.375927778514971,21.142227442557555,2.9163933153578396,0.24728703498840332
4,36.52672240138054,448.3942378520966,12.559734773635864,6.043734143836949,21.175321434445724,3.543971610162229,0.23857593536376953
5,29.352751632531483,451.4802899599075,9.2052001953125,5.417817977057875,21.24806555806687,3.0340072833321448,0.2586100101470947
6,22.740240837136906,480.93640449047086,8.241583251953125,4.76867285910209,21.930262298715693,2.8708157816121056,0.31204891204833984
7,16.248290886481602,484.7790973186493,7.4290611743927,4.030916879133282,22.017699637306556,2.7256304177919466,0.2772221565246582
8,11.38618209461371,496.0256575345993,7.087592601776123,3.37434172759869,22.27163347252732,2.6622532940680386,0.27655863761901855
9,7.3393605301777525,490.0211802482605,7.746457147598266,2.7091254179490756,22.13642202905114,2.783245793601109,0.25396180152893066
10,6.137212430437406,478.9878338098526,7.5485395908355715,2.477339789055471,21.885790682766128,2.747460571297716,0.28928089141845703
11,4.966392082472642,457.8112648010254,7.764287662506104,2.2285403479570753,21.396524596322305,2.786447139729391,0.22732901573181152
12,4.484159355362256,441.4705906867981,8.532602739334106,2.117583376248089,21.011201552667046,2.9210619198048686,0.2246711254119873
13,3.923120287557443,493.23309502601626,9.244845247268676,1.9806868221799838,22.208851726868193,3.04053371092456,0.24468302726745605
14,3.888976603746414,472.5029644012451,9.403541898727417,1.9720488340166462,21.737133306883987,3.066519508942902,0.21736907958984375
15,3.7558619578679404,496.6742193222046,9.083900260925294,1.9380046330873257,22.286188981568934,3.0139509387057535,0.21975302696228027
16,3.702156332631906,472.32024331092833,9.682860803604125,1.9240988365029241,21.73292992927848,3.1117295518094314,0.23291707038879395
