Epoch,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,epoch_time
1,47.01245986421903,446.3752075076103,4.49499751329422,6.856563269176405,21.127593509616997,2.1201409182632696,0.2651970386505127
2,47.01932439208031,446.70913581848146,4.452600491046906,6.8570638317052515,21.135494690649697,2.1101185964411826,0.25377988815307617
3,45.71569208304087,447.6014173984528,4.8278872728347775,6.761338039400254,21.156592764395047,2.197245382936275,0.24252080917358398
4,44.62359252075354,448.571533036232,5.471985173225403,6.680089259939087,21.179507384172844,2.3392274735958027,0.2568180561065674
5,43.6407418747743,448.1186394453049,5.755167460441589,6.606113976822857,21.16881289645938,2.3989930096691796,0.2252788543701172
6,43.335853899518646,447.69675529003143,5.788907289505005,6.58299733400513,21.158845792954573,2.406014814897241,0.22464203834533691
7,43.21477294961611,447.13388154506686,5.868140625953674,6.573794410355112,21.14554046471896,2.4224245346251085,0.2209789752960205
8,42.93577935298284,446.60544283390044,5.860063004493713,6.552539916168603,21.13304149510667,2.42075670080529,0.23835515975952148
9,42.33995900551478,446.2266471862793,5.93067433834076,6.506916243929592,21.124077428050658,2.435297587224354,0.23159313201904297
10,42.15836290021738,445.8777244567871,6.017683601379394,6.492947165980744,21.11581692610511,2.453096737061014,0.23941993713378906
11,41.70164208610853,445.5968626499176,6.2753267049789425,6.457680859728865,21.109165370755843,2.5050602198308414,0.22894001007080078
12,41.74849550426006,445.44227705001833,6.395877313613892,6.461307569235507,21.105503477766607,2.529007179431069,0.21761798858642578
13,41.042808835705124,445.3745833158493,6.562069368362427,6.406466173773582,21.10389971820017,2.561653639421697,0.22200489044189453
14,40.65906395018101,445.3907989859581,6.985080623626709,6.376446028171258,21.104283901283125,2.642930310020813,0.23265290260314941
15,40.41739794115225,445.27095625400545,7.000663185119629,6.357467887543928,21.101444411556415,2.6458766383033865,0.24547481536865234
16,39.79548571507136,445.26944677829744,7.330253648757934,6.308366326955922,21.101408644408018,2.7074441173841306,0.2682030200958252
17,39.12224559982618,445.2324476480484,7.351639032363892,6.2547778217796175,21.100531928082958,2.7113906085925525,0.23092293739318848
18,38.79495391746362,444.8383415102959,7.525821018218994,6.228559537923967,21.091191087994435,2.7433229883152648,0.22502779960632324
19,37.965330804387726,444.5253626823425,7.776193332672119,6.161601318195435,21.083770124964428,2.7885826745269933,0.2303919792175293
