train_mse,train_rmse,valid_mse,valid_rmse,test_mse,test_rmse,epoch_time
46.36219574383327,6.8089790529736005,285.6328560085419,16.90067619974248,4.957276908923329,2.226494309205242,2.6279609203338623
42.91320349375407,6.550817009637353,287.42761793294375,16.953690392741745,5.335044920735527,2.3097716165750084,2.602092981338501
42.197572350502014,6.495965852011694,288.3701211192152,16.981464045223404,5.22214996337425,2.285202390024623,2.3674778938293457
42.10522760436648,6.48885410564658,289.65366458279243,17.019214570090842,5.149453412372774,2.269240712743532,2.2072598934173584
41.759212660411045,6.462136849402916,289.13169071363177,17.003872815145137,4.944116555542375,2.223536947195251,2.837859869003296
41.49990102506819,6.442041681413447,289.1324412340627,17.003894884233514,4.7851316043525,2.1874943667018893,2.4850947856903076
41.32773576842414,6.42866516225757,288.8089385690058,16.994379617067693,4.697758472252947,2.1674313073896823,2.4663796424865723
40.79239458186286,6.38689240412447,288.63787373286834,16.989345888905444,4.687772293924354,2.165126392136116,2.5026891231536865
40.24167356699232,6.343632521433782,288.10463792502003,16.97364539293254,4.660934920539148,2.158919850420378,2.772817850112915
39.09461349967926,6.252568552177518,288.3189535769908,16.97995740798518,4.709989725844935,2.1702510743793986,2.362316131591797
38.045479967102175,6.168101812316507,288.2256892572212,16.977210879800637,4.745804868851944,2.178486830084576,2.476149082183838
36.789046162461474,6.065397444723756,288.30149681274503,16.979443359920403,4.780669389583636,2.1864741913829295,2.4504730701446533
35.72908891070457,5.977381442630591,288.6220471144599,16.98888010183308,4.795257051824592,2.1898075376216495,2.347282886505127
35.473784664509786,5.9559872955295825,289.1086653835852,17.0031957403185,4.78545516418914,2.187568322176279,2.47967791557312
34.24567027167669,5.85198003001349,289.0916615149335,17.00269571317835,4.796402561749953,2.190069076935692,2.2532689571380615
33.66041326049774,5.801759496954156,289.3417354193242,17.010048072222613,4.799786031595431,2.190841398092393,2.5842480659484863
32.91015809982542,5.736737583315575,289.5601968008148,17.01646839978304,4.803523374100526,2.191694178963052,2.692732095718384
33.62159735286047,5.798413347878924,290.2671975919648,17.037229751105805,4.790201836808895,2.188652973134136,2.524528980255127
33.13978517206888,5.756716526985577,289.99209262934676,17.029154195947218,4.801745547020498,2.1912885585929796,2.4744091033935547
31.49513929022683,5.612053037011218,290.42554417000537,17.041876192778933,4.813955653652859,2.1940728460224057,2.3478620052337646
30.7563008024579,5.545836348329971,290.43178423680365,17.042059272189018,4.8201246503352495,2.1954782281624317,3.2794620990753174
