Epoch,Train_MSE,Train_RMSE,Val_MSE,Val_RMSE,Test_MSE,Test_RMSE,Time
1,43.78352886656816,6.616912336321841,449.49813993633546,21.20137118057074,3.6634030614661266,1.914001844687232,7.472371816635132
2,40.21135196058538,6.341242146502953,446.9726961756809,21.141728788717373,3.2430877517673036,1.8008575045703377,7.314680099487305
3,38.72013024494286,6.222550140010353,444.17564374434795,21.07547493520248,3.1129151827926878,1.7643455395110925,7.281126022338867
4,37.88103362808677,6.154756991798033,444.87168927283227,21.09198163456512,3.1783655470685113,1.7827971132656995,7.2709150314331055
5,36.949683549984584,6.078625136491358,443.5890183773222,21.061553085594667,3.22549378155153,1.795965974497159,7.266923666000366
6,36.74566710330741,6.061820444660779,443.47726667417754,21.058899939792145,3.2992676911474783,1.8163886398971665,7.32728385925293
7,35.88122844945698,5.990094193704885,443.41216514419904,21.057354181952658,3.3274844049275676,1.8241393600620452,7.336776971817017
8,35.17569083029999,5.930909780994817,442.40723924319957,21.033479009502912,3.312533491585828,1.8200366731431068,7.355294942855835
9,34.65979543468715,5.8872570382723355,442.629904556878,21.038771460255894,3.3117303331441517,1.8198160162896004,7.317302942276001
10,34.468335595664556,5.8709739903754095,442.469435066362,21.034957453400327,3.314571356094336,1.8205964286723009,7.283956050872803
11,33.59567201675857,5.796177362431085,441.87103666119935,21.020728737634176,3.331300474043134,1.8251850519996962,7.375679969787598
12,33.051034674438505,5.749002928720641,440.53119565452204,20.988835023757797,3.3143718585937836,1.8205416387970321,7.508937835693359
13,35.53438999507752,5.961072889596093,444.2312514095367,21.0767941444978,3.3271008629964878,1.8240342274739496,7.4494469165802
14,35.572821742655094,5.964295578075847,442.4980658711512,21.035637995343787,3.3730837864966334,1.8365957057819322,7.44408392906189
15,33.91932406452002,5.824029881836117,444.1623781855348,21.0751602173159,3.376746734863595,1.8375926466068575,7.791064023971558
16,33.13819888647626,5.756578748395288,443.9435155089897,21.0699671454179,3.405644303635706,1.845438783497222,7.81200098991394
17,32.427327012828506,5.6944997157633175,445.27503933672665,21.101541160226347,3.430736075473737,1.852224628783922,7.834618806838989
18,31.93460437788077,5.651071082359588,443.44746719130984,21.05819240085221,3.4712763919106013,1.863136171059593,8.022758960723877
19,31.412912855675707,5.604722370972152,445.0639239029039,21.09653819712855,3.4962754689062696,1.8698330056200927,8.667273998260498
20,31.57953776231923,5.619567399926726,442.19951458671426,21.028540476854648,3.5341911874239957,1.8799444639201435,8.873979091644287
21,30.926084873563955,5.561122627092838,444.1259041224854,21.0742948665545,3.577387405158598,1.8913982671977358,8.907150030136108
22,30.57611061936898,5.529566946820427,446.1758216461049,21.122874369888795,3.6294454260717464,1.9051103448545301,9.490589141845703
23,29.69647622841815,5.449447332383179,442.4269927302493,21.03394857677106,3.6209836507899853,1.9028882391748563,8.90320110321045
24,29.349281867449196,5.417497749648743,447.32294329133214,21.150010479697926,3.7067062790635266,1.9252808312200915,8.344173192977905
25,28.896549010229986,5.375551042472761,448.07836064055,21.167861503717138,3.742362424542632,1.9345186544829782,8.645452976226807
26,28.362136592883715,5.325611382074711,443.1759403823297,21.05174435485881,3.801318657171877,1.9496970680523364,8.735227346420288
27,27.996653826760998,5.291186429030922,443.51310774872576,21.059750894745306,3.786777568391607,1.9459644314302373,8.544431924819946
28,27.665206559509507,5.259772481724804,444.8676304266423,21.091885416591904,3.7732118028628676,1.942475689130463,8.660969972610474
29,27.247307905195896,5.219895392169837,441.8564501208595,21.020381778665666,3.8812661910358863,1.9700929396949491,8.586122989654541
30,26.85090177829977,5.181785578186323,440.5825961745238,20.99005946095732,3.940879336640805,1.9851648134703588,8.475753784179688
31,26.507679517590564,5.148560917148652,442.27467498749115,21.030327505473878,3.949037118425852,1.9872184375216158,8.857399702072144
32,29.50645217034205,5.431984183550432,436.7566469998299,20.898723573458497,3.8415792833400677,1.9599947151306474,8.79379391670227
33,26.99261097087286,5.195441364395604,442.736645307722,21.04130807026317,3.980860341953326,1.9952093479014492,8.968805313110352
34,25.619552305231544,5.061576069292206,445.1070396190957,21.097560039471286,3.9706829537319233,1.9926572594733705,8.531661033630371
35,25.223905200733565,5.022340609788783,441.2877759148803,21.006850690069662,4.162906614285481,2.0403202234662774,8.445476770401001
36,24.94311263119675,4.994308023259754,439.51724479319176,20.96466657958556,4.299559275560741,2.0735378645109765,8.341218948364258
37,24.548695511842897,4.9546640160401285,439.882472251035,20.973375318508822,4.292822823494295,2.0719128416741603,8.331001043319702
38,24.19322296711787,4.9186606883498145,444.479965133003,21.082693498056717,4.307865889012059,2.0755399030160944,8.498469114303589
39,23.978524786327522,4.896787190222536,442.38759257672706,21.033011971106923,4.322764432882961,2.079125881923209,8.391319036483765
40,24.000959195313655,4.899077382049977,440.4490921693512,20.986879047856334,4.333854118479958,2.081791084254123,8.445487976074219
41,23.306362832559966,4.8276663961545605,433.2188510713698,20.813910038033935,4.416817587387713,2.1016226082214935,8.344305038452148
42,22.99249637571617,4.7950491525860475,440.04908748367166,20.977347007752712,4.438273839558227,2.1067211110059696,8.309566974639893
43,22.71592422243188,4.766122556379754,442.8420340064206,21.043812249837732,4.396345105352281,2.096746314019004,8.34688687324524
44,22.378720064203776,4.730615188768135,438.24339671376384,20.93426370125694,4.38407598039772,2.0938185165858383,8.34970211982727
45,22.04622999332962,4.695341307437578,436.7959646288353,20.899664222872943,4.385069537766372,2.094055762812054,8.392803192138672
46,21.7219291801384,4.660679047106591,450.36756749998165,21.22186531622472,4.453589483152462,2.110352928576749,9.01359510421753
47,21.428251410420028,4.629065932822736,432.9059372702731,20.80639174076738,4.435965193977839,2.1061731158615236,8.975329160690308
48,21.14786954785829,4.598681283570138,437.7296154016181,20.921988801297502,4.3534521958495995,2.0864927979385883,8.680506944656372
49,20.833907923149187,4.564417588603083,440.8358425430105,20.996091125326412,4.49024910564664,2.1190207893379998,8.46283221244812
50,20.6715968598402,4.546602782280436,440.13794958138766,20.979464949835773,4.4779977209960355,2.116128002034857,8.57871413230896
51,20.656916050698744,4.544988014362496,441.0866762414763,21.00206361864177,4.50948618258102,2.1235550811271695,8.52458119392395
52,20.009681873842684,4.47321829043058,437.1721988569332,20.90866324892467,4.506777935390231,2.122917317134662,8.559561014175415
53,19.739110160404476,4.442871837044647,436.48240728167036,20.892161383678577,4.4852579454832435,2.117842757497176,8.649332046508789
54,19.46536726984366,4.411957305986047,431.53963867471185,20.773532166550584,4.54860603507561,2.1327461253219075,8.6235511302948
55,19.166677883860327,4.377976459948172,438.6709562208079,20.944473166465848,4.536622778524326,2.129934923542108,8.559704065322876
56,19.05582074169557,4.365297325692211,435.93108688125125,20.878962782697116,4.528726868237121,2.128080559621069,8.591056108474731
57,19.051759717742186,4.364832152298893,441.82707034183454,21.01968292676734,4.535634682148317,2.129702956317692,8.553885221481323
58,18.39483804751129,4.288920382510183,434.77678627002086,20.851301788378127,4.643051630334009,2.154774148335275,8.554382801055908
59,18.13773936594968,4.258842491329033,432.96544004090225,20.807821607292347,4.71679169316835,2.171817601265896,8.567337989807129
60,17.99347920255511,4.241872134159057,437.21572538719903,20.909704096117647,4.584413847591303,2.1411244353356262,8.5522780418396
61,17.658441494896774,4.2021948425670095,436.5983765215813,20.894936624014473,4.579495783848099,2.1399756502932687,8.601310014724731
62,17.796739733734057,4.218618225643802,440.9099482237538,20.997855800622926,4.587623595436917,2.141873851429378,8.585753917694092
63,17.24182962918781,4.152328217902314,440.55128625374806,20.989313620358054,4.568159636062912,2.1373253463295923,8.613185167312622
64,16.92524410932476,4.114030154158421,437.9256813616692,20.926673920183045,4.621234834194183,2.14970575525912,8.638700008392334
65,16.703158385388512,4.086949765459384,435.22405121899857,20.862024140025305,4.585196289080608,2.141307144965572,8.594643115997314
66,16.518271846765,4.064267688866593,428.0606586359724,20.689626836556826,4.639636504499218,2.153981546926347,8.59402585029602
67,16.222622736196243,4.027731711049811,435.80700365199317,20.875991081910175,4.643287931816487,2.1548289797142806,8.640290975570679
68,16.02018696264759,4.002522574907928,440.2273770948,20.981596152218735,4.656548150732547,2.1579036472309294,8.625619173049927
69,15.765617707012835,3.970594125192455,437.91114798678626,20.926326672084286,4.651557736758944,2.156747026602551,8.61910080909729
70,15.573852576666477,3.946372077828759,430.9911037547679,20.76032523239383,4.623987582665455,2.1503459216287633,8.638942003250122
71,15.390632072044292,3.9230896079549717,444.4117683368393,21.081076071606006,4.749389481695393,2.1793094047645902,8.618130207061768
72,15.177195827062217,3.8957920667127777,437.76448720919933,20.922822161677885,4.7135042231294175,2.171060621707606,8.643864154815674
73,14.930612450962915,3.8640150686769994,441.26852155637135,21.006392397467284,4.69213779515858,2.1661342975814266,8.711436986923218
74,14.656137857215567,3.8283335613835385,436.87551506259774,20.901567287229867,4.623287556292135,2.1501831448256064,8.654781818389893
75,20.034786968487097,4.4760235665696735,431.6606552389604,20.776444720860216,4.735344339020645,2.1760846350775616,8.742099046707153
76,23.38600478840124,4.835907855656603,432.4529548958887,20.79550323738016,4.874548892431621,2.207838058470689,8.738295793533325
77,14.339442247105518,3.786745601054488,434.83743126784697,20.852755963369614,4.9271204335780086,2.2197117906561674,8.726124048233032
78,13.998124754865756,3.741406788210252,433.8307055400897,20.828603062617756,4.964111993584452,2.228028723689273,8.679541826248169
79,13.79773583711754,3.7145303656206043,436.5370685118663,20.89346951829366,5.03186843893196,2.243182658396761,8.719674825668335
80,13.616283073631257,3.690024806641719,431.65125673933875,20.776218538014533,5.07710545047929,2.2532433180815805,8.808867931365967
