Epoch,Train_MSE,Train_RMSE,Val_MSE,Val_RMSE,Test_MSE,Test_RMSE,Time
42,4.486841301799445,2.1182165379864837,439.72489521473267,20.96961838505252,107.89788066284567,10.387390464541403,3.869696855545044
43,3.9956549338177236,1.998913438300349,449.5596188970759,21.202821012711397,109.2299393340002,10.451312804332296,3.914872646331787
44,3.744516113587699,1.9350752216871827,456.1156548918048,21.356864350643914,112.542357456835,10.608598279548293,3.868680953979492
45,3.8102634970430302,1.951989625239599,467.4341032723837,21.620224403839654,113.87702751159668,10.671317983810466,3.8728139400482178
46,3.8357051800526873,1.9584956420816175,409.68347850026964,20.240639280918714,118.75612305991257,10.897528300486885,3.928511142730713
47,3.6135090827473797,1.9009232185302434,418.2413109344772,20.450948900588383,132.06627006772197,11.492008965699686,3.970517873764038
48,3.016477199515123,1.736800852002072,367.52226376759853,19.170870188063933,135.70383485359483,11.649198893211276,3.9371280670166016
49,3.179832052029864,1.7832083591184358,384.3278119096273,19.60428044865782,136.7807006715219,11.695328155786049,4.2930262088775635
50,2.5303915666504055,1.590720455218454,417.9298430794402,20.443332484686547,134.60509418535835,11.601943552067402,3.886646032333374
51,2.544465366380377,1.5951380399139057,400.321660988693,20.00803990871402,142.44742142399656,11.935133908926057,3.948391914367676
52,8.200538011745632,2.8636581520400846,380.48003610176374,19.505897469784973,153.82907005503208,12.402784770164807,3.9303648471832275
53,15.787104082435214,3.9732988916560523,380.23321645546565,19.499569647955454,157.45983664597136,12.548300149660566,3.7732839584350586
54,19.35922788762297,4.399912259082329,366.497931178612,19.14413568638219,166.80217390422578,12.915191593786977,3.8973870277404785
55,35.36228603842371,5.946619715302443,462.9448870420456,21.516154095052528,194.13429012781458,13.933208177868247,3.7671382427215576
56,28.47038679378819,5.3357648742976105,376.18182005346574,19.395407189679357,173.66554367089574,13.178222325901766,3.819715738296509
57,6.4687563893994735,2.5433749997590747,367.1104606058024,19.16012684211152,163.6401857907259,12.792192376239731,3.963787078857422
58,2.5616310007909204,1.6005096065912634,354.0099526009982,18.815152207755276,158.78271541112585,12.600901372962406,6.349678039550781
59,2.9508629215013293,1.7178075915251187,346.11013057865677,18.60403533050442,157.22751628296285,12.539039687430726,5.611561298370361
60,2.3925627065890747,1.5467910998544938,362.22295870660224,19.03215591325907,153.0373741946643,12.37082754688078,4.894751071929932
61,2.223395623695788,1.4911055038781755,313.87707195704496,17.716576191720705,153.68338343463367,12.39691023741939,2.7472140789031982
62,2.1100389313011267,1.4525973052780756,369.8430709853957,19.231304453556852,155.90073183518422,12.486021457421264,2.7227392196655273
63,1.826582069874434,1.3515110320949786,374.6915036756781,19.356949751334223,155.33630509919757,12.463398617519925,2.6820359230041504
64,3.8900364682624478,1.9723175373814552,316.99919389018527,17.80447117693152,152.53907558586025,12.35067105811908,2.8531951904296875
65,3.748870941824938,1.9362001295901563,330.20972341676304,18.171673654805797,156.79253304155566,12.521682516401526,2.826626777648926
66,1.673604376809135,1.2936786219185719,343.90996850894976,18.5448097458278,158.555458672439,12.5918806646362,2.8791611194610596
67,1.5104421467681206,1.229000466545119,351.7672418823725,18.755458988848353,157.4022575088694,12.546005639599777,2.696402072906494
68,1.4098784124663988,1.1873830100125229,346.74638935961303,18.621127499687365,167.68285869646675,12.949241626306414,2.721860885620117
69,1.5090808307469203,1.2284465111460574,363.4922464482392,19.06547262588156,177.8688671015486,13.33674874553572,2.807861089706421
70,1.5212214791571907,1.2333780763242026,362.7895530945138,19.047035283595026,174.71748987028872,13.218074363169876,2.6971259117126465
71,2.2634512833587785,1.5044770797053635,352.96975875957105,18.787489421409425,184.12489926060545,13.569263033068724,2.79095196723938
72,4.226692809874475,2.055892217475049,421.7241405716425,20.535923173104308,173.35955421834052,13.166607544023652,2.707732915878296
73,2.1646024342918895,1.4712587924263663,375.015320851833,19.36531230969005,176.71448717238027,13.293400135871194,2.815112352371216
74,1.1351538488534108,1.0654359900310346,377.6173615742333,19.432379205188266,181.12128286723848,13.458130734512816,2.636747121810913
75,1.006248553775992,1.0031194115238684,383.0959873946407,19.572838000521045,183.96915928321548,13.5635231147079,2.680473804473877
76,1.0547656323273145,1.0270178344738297,360.16258969865265,18.977950092110913,190.8800561639327,13.815934863914663,2.66971492767334
77,1.39210570108204,1.1798752904786336,320.2677188794824,17.89602522571653,194.4809208882006,13.945641644908298,2.7841250896453857
78,1.1715583701018264,1.0823854997651374,360.39448834144616,18.984058795248348,197.07706154449076,14.038413783062913,2.6899571418762207
79,2.2588624947592226,1.5029512616047211,340.7972765851624,18.460695452370217,199.44996930375885,14.122675713325675,2.6344058513641357
80,1.5279377218316363,1.2360977800447812,375.97314630279055,19.390026980455456,199.1983456430556,14.113764403696683,2.6996169090270996
