Epoch,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,epoch_time
1,45.2808386584123,447.3454813241959,6.112069749832154,6.729103852550672,21.150543286738426,2.4722600489900235,0.6679370403289795
2,42.258679370085396,445.4468710422516,8.244626522064209,6.500667609567913,21.105612311474207,2.871345768461926,0.3898000717163086
3,40.043483351667724,442.40229799747465,7.99088683128357,6.3279920473770925,21.033361547728756,2.8268156698454128,0.3389430046081543
4,34.992839604616165,440.083136177063,7.21478796005249,5.915474588282513,20.978158550670337,2.6860357332046965,0.2832460403442383
5,27.63607280453046,436.6506044149399,5.0907111167907715,5.257002264078879,20.89618636055249,2.2562604275195652,0.27829813957214355
6,20.588785911599796,443.38134191036227,6.067308950424194,4.537486739550849,21.05662228160923,2.4631908067431953,0.29594898223876953
7,14.357426226139069,417.5684722185135,5.668505096435547,3.7891194526088867,20.43449221826942,2.3808622590220434,0.24432015419006348
8,8.993419046203295,399.3478221416473,6.16135003566742,2.998902973789465,19.983688902243433,2.4822066867340884,0.2674741744995117
9,6.279770071307818,395.6363188743591,5.837112474441528,2.505946941040017,19.8906088110535,2.416011687563106,0.26035094261169434
10,4.886988838513692,403.11285880804064,6.440293383598328,2.2106534867576357,20.077670651946672,2.5377733120982904,0.33242011070251465
11,5.341768314441045,381.9188855648041,7.433890771865845,2.3112265822374587,19.5427450877507,2.7265162335599333,0.2977461814880371
12,4.17335981875658,384.12627122402193,6.976844358444214,2.0428802751890722,19.599139553154416,2.6413716812376506,0.3175191879272461
13,3.9272682468096414,386.1785999298096,7.554025411605835,1.9817336467874893,19.651427427283995,2.7484587338371727,0.30555129051208496
14,3.725603443880876,368.8084587812424,8.109288597106934,1.9301822307442569,19.20438644636278,2.8476812667689715,0.286358118057251
15,3.84297959258159,368.0571684598923,8.849698925018311,1.960351905291902,19.18481609137529,2.9748443530743436,0.3063690662384033
16,3.8664679328600564,362.0844683647156,9.736089706420898,1.9663336270480796,19.028517240308442,3.1202707745355847,0.2765629291534424
17,3.655318190654119,359.23356494903567,9.48799467086792,1.911888644940944,18.95345786259161,3.0802588642625346,0.28206801414489746
18,3.2616193840901055,367.3163928031921,9.222711420059204,1.8059953997976035,19.165500066609066,3.036891736637841,0.3192172050476074
19,3.1583364183704057,369.0606052875519,10.201134872436523,1.7771709029720257,19.21095014015579,3.193921550764283,0.26613473892211914
20,3.2775257925192514,358.52114871740343,9.766905164718628,1.810393822492568,18.934654702882845,3.1252048196428066,0.23450589179992676
21,3.242310414711634,361.10525205135343,10.230558967590332,1.8006416674929062,19.00276958896659,3.1985244985133896,0.24723196029663086
22,3.3090310345093408,363.1775794506073,10.591526889801026,1.8190742245739564,19.057218565430983,3.254462611522988,0.266843318939209
23,3.173619290192922,356.98928345441817,10.59239559173584,1.7814654894757076,18.89416003569405,3.2545960719781863,0.32738399505615234
24,3.2849151715636253,346.4981927871704,11.622669696807861,1.8124334943836216,18.614461925803024,3.4092036748789094,0.31558871269226074
25,2.9492029920220375,347.3002233505249,11.218459415435792,1.717324370065841,18.635992684869912,3.349396873384191,0.31743478775024414
26,2.9369417851169906,362.6528106868267,11.30870418548584,1.7137507943446708,19.043445347069596,3.3628416830837935,0.35640501976013184
27,2.888354569673538,349.0974798858166,11.902757358551025,1.6995159809997487,18.684150499442477,3.450037298139112,0.27388525009155273
28,3.34761959562699,357.9121900558472,11.080542087554932,1.8296501292943932,18.918567336240002,3.3287448216339643,0.2891979217529297
29,2.9057486206293106,349.01773142814636,11.611618423461914,1.7046256541039475,18.682016257035706,3.407582489604898,0.3159482479095459
30,2.9419254288077354,346.34748792648315,12.292889595031738,1.715204194493395,18.610413427070426,3.5061217313481485,0.46994614601135254
31,3.0087983111540475,345.28474750518797,11.99591817855835,1.7345888017492928,18.5818391852149,3.46351240485123,0.3670690059661865
