train_mse,train_rmse,valid_mse,valid_rmse,test_mse,test_rmse,epoch_time
43.658019534368364,6.607421549618911,288.9035009825054,16.99716155663955,4.349671138760944,2.085586521523608,2.631483793258667
42.4270896830256,6.513608038792755,290.8588649886934,17.054584867087602,4.305120956269093,2.07487854012448,2.5139529705047607
40.16614723281255,6.337676800911557,291.75949076782257,17.080968671823697,4.472325874104475,2.114787430004367,2.6117258071899414
37.836932347691246,6.15117324968914,292.52312848848453,17.103307530664488,4.65025445073843,2.156444863829917,2.536653995513916
37.33309903598967,6.110081753625697,292.9633049661403,17.11617086167757,4.749441414916267,2.179321319795745,2.4421191215515137
35.08600457603969,5.923344036609699,293.2367325116168,17.124156402918562,5.1807177638014155,2.2761190135406837,2.461243152618408
32.50661621245127,5.70145737618473,295.06604754683724,17.177486648134447,5.546379306043188,2.3550752230116108,2.5777549743652344
29.601562604544654,5.440731807812682,294.9602289515383,17.17440621831038,5.770025727959971,2.4020877852318328,2.552302122116089
28.959986583770267,5.381448372303711,295.9538415696691,17.203309029650928,6.254467490439613,2.5008933384771956,2.5341250896453857
29.210187549061246,5.4046449975055015,295.3387044854462,17.185421277508627,6.67611183039844,2.583817298184692,2.5548930168151855
29.53120628557508,5.43426225771034,294.2071687938536,17.15246830033082,7.416959838320811,2.7234095979710453,2.5070741176605225
27.711138560469188,5.264137019537883,294.8155497899827,17.170193644510324,8.138047219564518,2.8527262784158802,2.5769972801208496
28.12478491408484,5.303280580365784,292.7706382002901,17.110541727259545,8.603265030930439,2.9331322900494,2.454435110092163
31.298289703944373,5.594487438894145,290.72240508391576,17.050583716809104,9.217132878800234,3.0359731353884265,2.5408341884613037
25.928181169146583,5.091972227845178,292.48477437040384,17.102186245343134,11.360551495105028,3.370541721312025,2.4723048210144043
24.775899341371325,4.977539486671233,294.71826806576814,17.167360544526584,12.961160644267997,3.6001611969838234,2.5468671321868896
18.26723225533016,4.274018279714086,295.25089275705466,17.18286625557723,14.22673216710488,3.7718340587975074,2.4928109645843506
16.600443240385207,4.074364151666516,295.776990802849,17.198168239753006,15.221262122814855,3.901443594724247,2.559175968170166
15.55305999366064,3.9437368058303077,296.0132169337834,17.205034639133494,16.080153536672395,4.010006675390004,2.527334213256836
14.441214463824318,3.8001597945118464,296.01445878121785,17.205070728747902,17.50262890259425,4.183614334829903,2.5773839950561523
15.846528495114947,3.98076983699321,295.3625707363381,17.18611563839654,15.112941733871898,3.887536718009477,2.5382659435272217
