Epoch,Train_MSE,Val_MSE,Val_RMSE,Temps_s
1,5.278616098600013,4.789050071813584,2.1883898354300553,5.308082818984985
2,3.4354113852866344,2.1308949684776435,1.4597585308802423,5.18542218208313
3,2.0837021653897296,2.029923633350251,1.424753885185175,5.290575265884399
4,2.0218524710040224,1.9802017475817806,1.4071964140026014,5.315590858459473
5,1.9667408198953789,1.9243718542715655,1.3872173060741297,5.120758056640625
6,1.8909362905493408,1.8478949667415887,1.3593730050069366,5.1109538078308105
7,1.8096273558162084,1.7622228060788083,1.3274874033597488,5.056360960006714
8,1.6970509524657347,1.6324081356141056,1.2776572841001241,5.118573904037476
9,1.5822762262041323,1.5093957076771793,1.2285746650803033,5.406562089920044
10,1.4728723491463707,1.4066496514410616,1.1860226184356948,5.26728081703186
11,1.3776530439608565,1.342569413690645,1.158692976456941,5.112505912780762
12,1.3254082659694637,1.3229340192661665,1.1501886885490427,5.1928558349609375
13,1.2921859131795224,1.2810030095627374,1.1318140348850325,5.2092978954315186
14,1.266516569061814,1.262444302718216,1.1235854674737547,5.103347063064575
15,1.258750996857046,1.2507225249972298,1.1183570650723451,5.30877685546875
16,1.2452441682325346,1.2478870463984035,1.1170886475112007,5.121455907821655
17,1.211899620350276,1.2169790325390402,1.1031677263857207,5.117633104324341
18,1.184969547753022,1.1449755501245784,1.070035303214141,5.1816887855529785
19,1.19237328773347,1.117830381528518,1.0572749791461624,5.3914549350738525
20,1.0866325692595722,1.1578927095109057,1.0760542316774306,5.209493160247803
21,1.1034048856975875,1.0688027491462286,1.0338291682605152,5.383853912353516
22,1.0566620542624285,1.0822785238726673,1.0403261622552167,5.126329183578491
23,1.0380862388655403,1.024883671759445,1.0123653845126497,5.4470579624176025
24,1.031196551345219,1.0196573323282963,1.009780833809147,5.338747978210449
25,1.0128770375920233,1.067020647784817,1.0329669151453094,5.079385995864868
26,1.042483272117989,1.0355445278164381,1.0176170830997473,5.125530958175659
27,1.0162012454505278,1.0326432920296058,1.0161905785971477,5.121633052825928
28,1.0632444692549305,2.4599066430911702,1.568408952757912,5.156994819641113
29,2.5384420011645163,1.842491006670154,1.3573838833101541,5.2173871994018555
30,1.7371651268451014,1.641227133328391,1.2811038729659632,5.117408990859985
31,1.6022771106702145,1.5677576211115747,1.2521012822897255,5.13394021987915
32,1.5403482696720372,1.4901467380505578,1.2207156663410845,5.2457966804504395
33,1.4646946526019373,1.412909642506008,1.1886587578047823,5.239677906036377
34,1.3359671625021463,1.2849578325088336,1.1335598054398512,5.142022132873535
35,1.2718040703613067,1.2340429520983005,1.1108748588829889,5.152872800827026
36,1.2167175679563362,1.2029317228872085,1.0967824410005882,5.365301132202148
37,1.1922818177214294,1.1853956704802602,1.08875877515649,5.138230085372925
38,1.1730210566632102,1.1747913082765642,1.08387790284541,5.291082859039307
39,1.1663012053364905,1.1661021019741196,1.079862075440248,5.258509159088135
40,1.1642428363595054,1.159030173844266,1.0765826367930453,5.333311080932617
41,1.15338622381754,1.147980824983287,1.071438670658889,5.312191963195801
42,1.1306497560483273,1.1078133631462805,1.052527131786293,5.21249794960022
43,1.0520766062714229,1.0252970615662982,1.0125695341882937,5.282916307449341
44,1.0088934876094355,1.0041894633497033,1.0020925423081959,5.1851489543914795
45,0.9935961521674539,0.9960673716894098,0.9980317488383873,5.4080491065979
46,0.9970544674129129,0.9901934341640672,0.9950846366837683,5.213127851486206
47,0.9835412410375114,0.9860312091447762,0.992991041825039,5.254637956619263
48,0.9873902900753734,0.9898710445648877,0.9949226324518343,5.332269906997681
49,0.9722394271988735,0.9810248002514382,0.9904669607066346,5.131527900695801
50,0.9746824263412261,0.9748085019500735,0.9873239093377986,5.239886045455933
51,0.9742381620072873,0.9720792805549697,0.9859408098638426,5.179996013641357
52,0.9620178500625575,0.9707507741785495,0.9852668542981387,5.25032901763916
53,0.9633101091206631,0.9637337159191337,0.9816994020162861,5.171563148498535
54,0.9584262365492705,0.9775858800161943,0.9887294271013655,5.148162126541138
55,0.9628284470500234,0.9598224196304507,0.9797052718192603,5.299739837646484
56,0.9825726533047506,0.9586159940460853,0.9790893697952631,5.176387071609497
57,0.9593022992120726,0.962616109437196,0.9811300165814906,5.153728008270264
58,0.9733514220358055,0.9690068823015578,0.9843814719414206,5.315804958343506
59,0.9538535938084682,0.9886417411894441,0.994304652100876,5.175533771514893
60,0.9550166453156516,0.950340195254327,0.9748539353433041,5.147653818130493
61,0.9582147848940341,0.9489148596353899,0.9741226101653682,5.220206022262573
62,0.940689183284189,0.9469883390484708,0.9731332586282676,5.3929808139801025
63,0.9511867196203392,0.9383340987646691,0.9686764675394304,5.244379043579102
64,0.9456756373989248,0.941151881338071,0.9701298270530966,5.210091829299927
65,0.936227739414322,0.9505404528648218,0.9749566415306999,5.121261119842529
66,0.9364580403421526,0.9342517285720906,0.9665669809030777,5.1861958503723145
67,0.9680634642315802,0.9485637061646052,0.9739423525879779,5.330377101898193
68,0.9353281460075735,0.9321955753333657,0.9655027578072295,5.247105121612549
69,0.9383101218214659,0.9442488641834983,0.9717246853834157,5.40288519859314
70,0.9798016442316715,1.015202262195123,1.0075724600221678,5.195678949356079
71,0.945069192447395,0.9311211008543723,0.9649461647441127,5.2097063064575195
72,0.9915664499608156,1.0416996939299263,1.0206369060199256,5.163858890533447
73,0.9679035187881684,0.9456787494785874,0.9724601531572321,5.1980931758880615
74,0.940409272630638,0.957247670774705,0.9783903468323392,5.4306230545043945
75,0.9316478711422359,0.9893407875010483,0.9946561151981363,5.322825908660889
76,1.3990845891916863,1.120906476949768,1.0587287079085785,5.137277364730835
77,1.130259226415759,0.984111571632256,0.9920239773474511,5.36503005027771
78,0.954035224758576,0.9470995370403071,0.9731903909514865,5.21606183052063
79,0.9495610461056789,0.9357211770855378,0.9673268202037706,5.303120136260986
80,0.934949805803388,0.930299205618484,0.964520194510454,5.149996995925903
81,0.9208330835137412,0.9271608789964954,0.962891935264023,5.2511279582977295
82,0.92269522675844,0.9252702150598308,0.9619096709462021,5.136825084686279
83,0.92552421081846,0.9252613617855812,0.9619050690091934,5.222846984863281
84,0.9262385563315633,0.9208934544019889,0.9596319369435288,5.122473955154419
85,0.9177168435025438,0.9198809208470249,0.9591042283542622,5.15765118598938
86,0.912457794229561,0.9186274186908224,0.9584505301218329,5.4027979373931885
87,0.9152155162018036,0.9282631591032041,0.9634641452089455,5.157917737960815
88,0.9216595492630362,0.9138052473279917,0.9559316122652246,5.308240175247192
89,0.9293788220280799,0.9455175261561558,0.9723772550590413,5.184967756271362
90,0.9288577325990267,0.9126468905569795,0.9553255416647142,5.1968231201171875
91,0.9191595101467916,1.0207017484756413,1.010297851366438,5.479390859603882
92,0.934872403880146,0.9194724067793202,0.9588912382430659,5.471210241317749
93,0.9528197264559916,0.9620260010325463,0.9808292415260397,5.407460927963257
94,0.9161164264812648,0.909432957688712,0.9536419441743909,5.278390169143677
95,0.9653384911122723,0.9447758023270241,0.9719957830808856,5.274708986282349
96,0.9207042021172069,0.9119283452664859,0.9549493940866636,5.191004037857056
97,0.9481585911501234,0.9287557896470355,0.9637197671766599,5.165330171585083
98,0.9157425006416356,0.9091799138200896,0.9535092625769765,5.12879204750061
99,0.9092560215531108,0.9161330588318617,0.9571483995869511,5.164339065551758
100,0.913612628930083,0.9036115676373522,0.9505848555691134,5.186706781387329
101,0.9057577781588118,0.9122359626621843,0.955110445269124,5.153568983078003
102,0.9082957366916621,0.905486509848003,0.9515705490650722,5.264343023300171
103,1.1747236703043786,0.9352307050427962,0.9670732676704471,5.242276906967163
104,0.9125613642630176,0.9055919876478822,0.9516259704568188,5.394942045211792
105,0.9011711617496526,0.9007213184453338,0.9490633901090768,5.295088291168213
106,0.9119253863241071,0.9708560593948464,0.9853202826466358,5.244745969772339
107,0.9000183828523226,0.8955112824164261,0.9463145789939126,5.1710240840911865
108,0.8971482228452914,0.9123499774870193,0.9551701301270991,5.158204793930054
109,0.9086974672624998,0.9187282804817518,0.958503145786049,5.161508798599243
110,0.9051483694080994,0.917605611426042,0.9579173301627035,5.232029914855957
111,0.9055808882847011,0.8891313325996711,0.9429376080100269,5.163354158401489
112,0.992386488156898,0.979868114577763,0.9898828792224679,5.404896974563599
113,0.9332415088314876,0.9148111926896549,0.9564576272316798,5.211435079574585
114,0.9022179619174138,0.8966298620347107,0.9469054134572844,5.353734970092773
115,0.9342005158139166,0.9588236392205842,0.9791954040029928,5.315054655075073
116,0.9286658190121161,0.9096255090226916,0.953742894611903,5.161171913146973
117,0.8996877636864921,0.9117681347442982,0.9548655061024554,5.207463979721069
118,0.9900757007509748,2.7804639224206733,1.6674723153386006,5.26688289642334
119,1.8249307603479545,1.5912363425541287,1.2614421677406098,5.261831998825073
120,2.2862072525737442,2.672031641319812,1.6346350177699644,5.211092948913574
