Epoch,Train_MSE,Val_MSE,Val_RMSE,Temps_s
1,5.612800502440311,5.498324486843062,2.3448506320964375,0.10786819458007812
2,5.422070104701159,5.261115569237613,2.2937121809934244,0.11390304565429688
3,5.157933923060084,4.918293018071633,2.2177224844582413,0.08652210235595703
4,4.778434517946294,4.426774857954953,2.1039902228753236,0.0882868766784668
5,4.237997077506314,3.790932155483396,1.947031626729108,0.09089899063110352
6,3.5711802566240927,3.0903179423818874,1.7579300163493106,0.10342621803283691
7,2.901935474110604,2.490603389285325,1.5781645634360584,0.11324214935302734
8,2.4270654863438375,2.1552931419746395,1.4680916667479043,0.10774707794189453
9,2.1881133882770682,2.040460703371552,1.4284469550429768,0.1013331413269043
10,2.1113946907235426,1.988164575188352,1.41002289881702,0.1031198501586914
11,2.0556349501741713,1.9394315211754676,1.3926347407613626,0.09802985191345215
12,2.012534309093078,1.901415626816079,1.378918281413398,0.09358096122741699
13,1.971682302807274,1.8643173009525544,1.3654000516158458,0.08720803260803223
14,1.9366410045921276,1.8284912515626788,1.3522171613918672,0.09337425231933594
15,1.8957295291489753,1.7928622401834167,1.3389780581411395,0.09581708908081055
16,1.8620936723229744,1.758169284562913,1.325959759782669,0.10666203498840332
17,1.8314163132651264,1.7220607821979264,1.3122731355163553,0.11130475997924805
18,1.7985198466899888,1.6876418427764281,1.2990926998395564,0.15030503273010254
19,1.7621963285150914,1.6536081653963193,1.2859269673649119,0.10779023170471191
20,1.697403933315715,1.6186379280561836,1.2722570212249502,0.10681605339050293
21,1.6966660225510668,1.586861873108054,1.259707058449723,0.09951901435852051
22,1.6496439791202826,1.555354561224764,1.2471385493299307,0.0904538631439209
23,1.6302980559934512,1.526069849571668,1.2353419970079815,0.09601783752441406
24,1.6064834400371217,1.49785175794991,1.2238675410149213,0.09145498275756836
25,1.567934693133852,1.4699481420477676,1.212414179250543,0.10580611228942871
26,1.5486856978945762,1.4466328138179678,1.2027604972803054,0.11471796035766602
27,1.5189226759820211,1.4234812137588042,1.1930973194835384,0.11063289642333984
28,1.4948482091739783,1.400927202220241,1.1836077062186783,0.10818266868591309
29,1.484582859112839,1.3811357083778089,1.1752173026201618,0.11253094673156738
30,1.4542793703472143,1.3628080721951148,1.1673937091637572,0.10523223876953125
31,1.4499237093243478,1.345800944536556,1.160086610791003,0.0963139533996582
32,1.4417801143282507,1.3326574554858732,1.1544078375885505,0.0885922908782959
33,1.412954208779293,1.317147703013608,1.1476705550869588,0.0891571044921875
34,1.395302040988098,1.3032967066891128,1.141620211230124,0.09002494812011719
35,1.3852830697958296,1.2914511146371404,1.1364203072090626,0.10613608360290527
36,1.3754246540810515,1.2798632982550402,1.131310434078569,0.11803412437438965
37,1.36755594244559,1.2680467546091423,1.1260758209859327,0.10939407348632812
38,1.341788547259348,1.25758696114617,1.1214218479886016,0.1068120002746582
39,1.3442071907796742,1.2478003649938942,1.117049848929713,0.10846996307373047
40,1.3478165933705555,1.237274586908813,1.112328452800167,0.10662198066711426
41,1.33174517029801,1.2257509258229848,1.1071363627950195,0.08842325210571289
42,1.308155084231659,1.216964866990128,1.1031613059703136,0.0861361026763916
